,bedrooms,bathrooms,squarefeet,total_taxes_assessed,yearbuilt,taxamount,county
25329,3.0,2.0,1278.0,98601.0,1950.0,1328.33,Los_Angeles
25330,4.0,2.0,1222.0,192672.0,1955.0,454.71,Los_Angeles
25332,3.0,2.0,1840.0,884197.0,1961.0,10807.63,Los_Angeles
25333,4.0,2.0,1723.0,582147.0,1963.0,6604.32,Orange
25335,4.0,2.5,1866.0,339675.0,2001.0,5252.84,Orange
25336,2.0,1.0,938.0,277577.0,1936.0,3465.4,Los_Angeles
25337,4.0,2.5,2722.0,112555.0,1970.0,1464.68,Orange
25338,4.0,4.0,2912.0,863392.0,1999.0,9477.41,Los_Angeles
25339,3.0,3.0,2039.0,345710.0,1980.0,4106.8,Orange
25340,3.0,3.0,2126.0,507927.0,2001.0,6215.89,Los_Angeles
25341,3.0,2.0,1292.0,509000.0,1978.0,5494.14,Ventura
25342,3.0,3.0,2154.0,396208.0,1960.0,4904.5,Los_Angeles
25343,3.0,2.0,1602.0,865000.0,1973.0,8701.06,Orange
25344,3.0,1.0,1072.0,543939.0,1912.0,6622.01,Los_Angeles
25345,3.0,2.0,1460.0,169373.0,1989.0,2873.31,Los_Angeles
25346,4.0,2.5,2921.0,930304.0,2007.0,14029.02,Orange
25347,5.0,3.0,2968.0,779712.0,1970.0,8911.16,Orange
25348,2.0,2.0,1189.0,405863.0,1989.0,3957.92,Orange
25349,4.0,3.0,2484.0,587254.0,1989.0,7147.16,Los_Angeles
25350,4.0,2.0,1660.0,86798.0,1953.0,1208.53,Los_Angeles
25351,3.0,2.0,1236.0,254648.0,1950.0,3237.86,Los_Angeles
25352,2.0,2.0,1989.0,206668.0,1973.0,2442.86,Orange
25353,3.0,2.0,1640.0,449252.0,1957.0,5201.32,Orange
25354,3.0,1.5,1240.0,440101.0,1966.0,5096.74,Orange
25355,3.0,2.0,1463.0,279194.0,1983.0,3895.94,Los_Angeles
25356,4.0,2.0,1480.0,342402.0,1972.0,4273.98,Orange
25357,3.0,2.0,1089.0,518089.0,1953.0,6206.83,Los_Angeles
25358,3.0,1.0,804.0,35036.0,1927.0,536.13,Los_Angeles
25359,2.0,2.0,1204.0,576492.0,1947.0,6730.18,Los_Angeles
25360,3.0,2.0,1548.0,855597.0,1968.0,9327.24,Orange
25361,2.0,2.0,1700.0,211132.0,1942.0,3127.56,Los_Angeles
25362,3.0,2.0,1688.0,735931.0,1978.0,7565.2,Orange
25363,2.0,1.0,741.0,21470.0,1953.0,973.86,Los_Angeles
25364,3.0,2.0,1672.0,840000.0,1978.0,8539.3,Orange
25365,3.0,3.0,2098.0,207105.0,1994.0,3403.86,Los_Angeles
25368,4.0,3.0,2154.0,333114.0,1976.0,3606.66,Ventura
25369,3.0,2.0,1394.0,262053.0,1943.0,3298.51,Los_Angeles
25370,2.0,1.0,997.0,51730.0,1925.0,2834.71,Los_Angeles
25371,3.0,2.5,2032.0,645000.0,1993.0,9346.62,Orange
25372,4.0,3.0,2415.0,352000.0,1991.0,7541.34,Los_Angeles
25373,3.0,1.0,1400.0,526080.0,1927.0,6330.65,Los_Angeles
25374,3.0,3.0,2448.0,660000.0,2007.0,7171.38,Ventura
25375,3.0,3.0,2523.0,297467.0,2005.0,4490.06,Los_Angeles
25376,3.0,2.0,1689.0,115669.0,1976.0,1896.5,Ventura
25377,2.0,2.0,1018.0,396137.0,1926.0,5065.52,Los_Angeles
25378,4.0,3.0,2464.0,581446.0,2003.0,6627.7,Los_Angeles
25379,3.0,2.0,1600.0,73075.0,1962.0,1363.96,Los_Angeles
25380,3.0,1.0,930.0,109222.0,1954.0,2081.05,Los_Angeles
25381,2.0,1.0,840.0,409036.0,1924.0,4573.06,Orange
25382,3.0,2.0,1225.0,170217.0,1963.0,2289.94,Orange
25383,3.0,2.0,1544.0,607500.0,1957.0,7431.88,Los_Angeles
25384,3.0,2.0,1844.0,466225.0,1967.0,5846.35,Los_Angeles
25385,3.0,2.0,1776.0,450000.0,1961.0,5364.08,Ventura
25386,3.0,1.0,980.0,390086.0,1944.0,4771.47,Los_Angeles
25387,4.0,2.0,1816.0,124217.0,1962.0,2077.88,Los_Angeles
25388,2.0,1.0,819.0,406100.0,1949.0,4669.62,Orange
25389,3.0,2.0,1436.0,691000.0,1932.0,7619.57,Los_Angeles
25390,3.0,2.0,1410.0,306867.0,1950.0,3797.75,Los_Angeles
25391,2.0,1.0,1021.0,361720.0,1928.0,4393.8,Orange
25392,3.0,1.0,1285.0,765000.0,1948.0,9305.63,Los_Angeles
25393,4.0,2.0,1617.0,659574.0,1963.0,7762.21,Los_Angeles
25394,3.0,1.0,1238.0,233291.0,1951.0,3273.89,Los_Angeles
25395,3.0,2.0,1122.0,216449.0,1914.0,3182.63,Los_Angeles
25396,3.0,3.0,2381.0,243506.0,2004.0,3849.89,Los_Angeles
25397,2.0,1.0,783.0,132983.0,1949.0,1754.57,Los_Angeles
25399,4.0,4.0,2300.0,699798.0,1999.0,8202.41,Los_Angeles
25400,4.0,2.5,2181.0,644000.0,2006.0,6917.94,Ventura
25401,2.0,2.0,1546.0,293708.0,1956.0,4063.5,Los_Angeles
25402,2.0,1.0,926.0,201719.0,1923.0,2653.85,Los_Angeles
25403,2.0,2.5,1414.0,326192.0,1979.0,3443.78,Orange
25404,2.0,2.0,1174.0,260986.0,1948.0,3102.01,Los_Angeles
25406,4.0,4.0,2729.0,804966.0,1929.0,9877.35,Los_Angeles
25407,5.0,3.0,2409.0,116643.0,1992.0,1534.04,Orange
25408,4.0,1.0,1952.0,102500.0,1924.0,1734.85,Los_Angeles
25409,4.0,2.0,1956.0,247198.0,1987.0,3735.44,Los_Angeles
25410,3.0,2.0,2423.0,187803.0,1941.0,2470.02,Los_Angeles
25411,3.0,2.0,1305.0,71617.0,1955.0,1083.72,Los_Angeles
25412,4.0,2.0,1950.0,359034.0,1952.0,4580.96,Los_Angeles
25413,2.0,2.0,1480.0,327671.0,1964.0,4095.46,Los_Angeles
25415,3.0,2.0,1287.0,128987.0,1988.0,2394.16,Los_Angeles
25416,4.0,3.0,2424.0,798494.0,1977.0,8719.52,Orange
25417,2.0,1.0,952.0,190198.0,1926.0,2375.39,Los_Angeles
25418,3.0,2.0,1642.0,189007.0,1962.0,2637.08,Los_Angeles
25419,3.0,2.0,1542.0,551280.0,1964.0,6043.14,Orange
25420,4.0,3.0,2336.0,756361.0,1969.0,8676.42,Ventura
25421,2.0,1.0,882.0,645000.0,1956.0,6476.34,Orange
25423,4.0,2.0,1150.0,73222.0,1955.0,998.67,Los_Angeles
25425,3.0,2.0,1116.0,419390.0,1952.0,5126.79,Los_Angeles
25426,2.0,1.0,1146.0,430269.0,1944.0,5252.9,Los_Angeles
25427,3.0,3.0,1869.0,762993.0,1990.0,7739.66,Orange
25428,2.0,1.5,1088.0,246213.0,1965.0,3006.92,Orange
25429,3.0,1.0,1040.0,400008.0,1964.0,4742.38,Ventura
25430,3.0,2.0,1324.0,206051.0,1943.0,2912.79,Los_Angeles
25431,3.0,2.0,1325.0,417685.0,1971.0,4322.46,Orange
25432,3.0,2.0,1237.0,426412.0,1959.0,5248.14,Orange
25433,5.0,5.0,4468.0,647000.0,1928.0,7275.01,Los_Angeles
25434,4.0,3.0,2835.0,451500.0,1991.0,6334.4,Los_Angeles
25435,3.0,1.5,1131.0,49412.0,1954.0,965.22,Orange
25436,3.0,1.5,1110.0,327127.0,1959.0,4378.52,Orange
25437,3.0,2.0,1300.0,387767.0,1966.0,4489.1,Orange
25438,3.0,2.0,1735.0,374006.0,1959.0,4600.66,Orange
25439,4.0,2.5,2264.0,689675.0,1985.0,8256.5,Orange
25441,3.0,3.0,1642.0,183212.0,1922.0,2294.78,Los_Angeles
25442,4.0,3.0,2100.0,415682.0,1985.0,5317.2,Los_Angeles
25443,3.0,3.0,2865.0,679744.0,1979.0,7454.7,Ventura
25444,3.0,2.5,1641.0,359399.0,1979.0,4256.58,Orange
25445,3.0,2.0,1627.0,51309.0,1938.0,948.64,Los_Angeles
25446,3.0,2.5,1799.0,78282.0,1974.0,1188.98,Orange
25447,4.0,2.0,1925.0,86730.0,1965.0,1211.12,Los_Angeles
25448,3.0,2.0,1491.0,145600.0,1995.0,2563.35,Los_Angeles
25449,2.0,1.0,1196.0,343072.0,1949.0,4219.31,Los_Angeles
25451,3.0,1.0,935.0,642308.0,1953.0,7663.06,Los_Angeles
25452,2.0,2.0,1116.0,133903.0,1976.0,1655.7,Orange
25453,3.0,2.0,1625.0,341207.0,1984.0,3901.78,Ventura
25454,3.0,2.0,1778.0,1098175.0,1965.0,11969.42,Orange
25455,4.0,2.5,1633.0,734025.0,1969.0,8051.26,Orange
25456,6.0,5.0,4917.0,289911.0,1956.0,3589.88,Los_Angeles
25457,5.0,3.0,2677.0,1092342.0,1929.0,14515.07,Los_Angeles
25458,5.0,3.0,2754.0,487774.0,2000.0,5602.9,Ventura
25460,2.0,1.5,1278.0,309552.0,1971.0,3947.46,Orange
25461,4.0,2.0,1170.0,58557.0,1954.0,744.92,Los_Angeles
25462,3.0,2.0,2372.0,645000.0,1942.0,7767.31,Los_Angeles
25463,3.0,2.0,1080.0,152232.0,1961.0,2113.39,Los_Angeles
25464,4.0,2.0,1554.0,72413.0,1961.0,784.28,Ventura
25465,2.0,1.0,804.0,286063.0,1944.0,3556.53,Los_Angeles
25466,5.0,3.0,2441.0,645000.0,1961.0,7643.88,Los_Angeles
25467,3.0,2.0,1701.0,702553.0,1955.0,7995.68,Orange
25468,3.0,2.0,1647.0,1164975.0,1950.0,14099.12,Los_Angeles
25469,3.0,1.0,1269.0,490678.0,1951.0,5943.88,Los_Angeles
25470,5.0,3.0,1804.0,114302.0,1956.0,1544.24,Los_Angeles
25471,4.0,2.0,1590.0,452548.0,1959.0,6809.23,Los_Angeles
25472,3.0,2.5,1381.0,374484.0,1996.0,5473.46,Orange
25473,5.0,3.0,2800.0,375637.0,1998.0,5504.29,Los_Angeles
25474,4.0,2.0,1556.0,212000.0,1992.0,3429.97,Los_Angeles
25475,3.0,2.0,1116.0,304585.0,1949.0,3946.22,Los_Angeles
25476,3.0,2.0,1407.0,515949.0,1948.0,6506.95,Los_Angeles
25477,3.0,2.0,1983.0,440100.0,1965.0,5486.24,Los_Angeles
25478,3.0,1.0,1594.0,499000.0,1947.0,6053.09,Los_Angeles
25479,3.0,2.0,1490.0,378790.0,1956.0,4465.92,Orange
25480,3.0,3.0,1861.0,135401.0,1958.0,1757.42,Los_Angeles
25481,3.0,2.0,1372.0,81141.0,1948.0,120.84,Los_Angeles
25482,4.0,3.0,2245.0,352426.0,1994.0,3447.38,Orange
25483,3.0,1.0,981.0,65187.0,1947.0,918.53,Los_Angeles
25484,2.0,2.0,1276.0,584038.0,1949.0,6976.53,Los_Angeles
25485,3.0,2.5,1637.0,216386.0,1972.0,2864.44,Orange
25486,6.0,4.0,2834.0,1177495.0,1997.0,13976.0,Orange
25487,2.0,2.0,1380.0,462000.0,1939.0,6944.04,Los_Angeles
25488,5.0,3.0,2729.0,556217.0,2001.0,6511.9,Ventura
25489,3.0,2.0,1537.0,117849.0,1956.0,2110.13,Los_Angeles
25490,4.0,1.5,1479.0,63565.0,1960.0,1274.58,Orange
25491,3.0,2.5,1548.0,538590.0,2001.0,7607.06,Orange
25492,4.0,2.0,1705.0,543000.0,1966.0,6247.12,Orange
25493,2.0,2.0,926.0,360752.0,1927.0,4387.65,Los_Angeles
25494,4.0,2.0,2496.0,688306.0,1953.0,8294.96,Los_Angeles
25495,4.0,3.0,2108.0,552291.0,1956.0,6945.66,Los_Angeles
25496,1.0,1.0,612.0,474203.0,1912.0,6138.39,Los_Angeles
25497,6.0,2.0,1943.0,95200.0,1928.0,1281.42,Los_Angeles
25498,3.0,2.0,1262.0,96325.0,1972.0,2256.62,Orange
25499,3.0,2.0,2266.0,280000.0,2004.0,4191.57,Los_Angeles
25500,2.0,1.0,1103.0,137886.0,1905.0,1807.11,Los_Angeles
25501,3.0,2.5,2032.0,370023.0,1993.0,5741.72,Orange
25502,3.0,2.0,1576.0,223595.0,1960.0,2918.86,Los_Angeles
25503,4.0,2.5,2318.0,386845.0,1976.0,4095.14,Ventura
25504,3.0,2.0,2166.0,247858.0,1969.0,3245.81,Los_Angeles
25505,3.0,1.0,1035.0,47796.0,1950.0,1077.32,Los_Angeles
25506,2.0,1.0,1096.0,310659.0,1962.0,4035.19,Los_Angeles
25507,3.0,2.0,1286.0,135979.0,1950.0,1678.7,Orange
25508,3.0,2.5,1381.0,318217.0,1996.0,4712.34,Orange
25509,3.0,3.0,1999.0,474777.0,1986.0,5900.89,Los_Angeles
25510,3.0,2.0,1366.0,259990.0,1954.0,3581.58,Los_Angeles
25511,3.0,3.0,1890.0,954935.0,1977.0,10612.12,Orange
25512,2.0,1.0,840.0,220000.0,1926.0,2774.45,Los_Angeles
25514,2.0,1.0,861.0,391000.0,1942.0,4682.73,Los_Angeles
25515,3.0,3.0,2868.0,436001.0,1938.0,4858.76,Los_Angeles
25516,3.0,2.0,1281.0,298246.0,1952.0,3612.59,Los_Angeles
25517,3.0,2.0,2235.0,505253.0,1962.0,5168.1,Orange
25518,4.0,2.5,2214.0,651350.0,1966.0,7005.0,Orange
25519,3.0,1.0,1675.0,298738.0,1951.0,3742.46,Los_Angeles
25520,2.0,2.0,1561.0,252202.0,1985.0,2738.8,Ventura
25521,4.0,4.0,3359.0,559002.0,1959.0,6895.67,Los_Angeles
25522,4.0,3.0,2451.0,279886.0,1967.0,3524.45,Los_Angeles
25524,4.0,3.0,2566.0,950000.0,1998.0,9632.04,Orange
25525,3.0,3.0,1941.0,466187.0,1941.0,5658.5,Los_Angeles
25526,3.0,3.5,3113.0,870258.0,1976.0,9796.02,Orange
25527,3.0,1.0,1390.0,414712.0,1954.0,6182.36,Los_Angeles
25528,3.0,1.0,1270.0,430820.0,1941.0,6409.62,Los_Angeles
25529,2.0,2.0,946.0,146200.0,1948.0,1961.26,Los_Angeles
25532,3.0,2.5,1749.0,53463.0,1966.0,592.98,Orange
25533,3.0,2.0,1520.0,212725.0,1979.0,2597.84,Los_Angeles
25534,3.0,2.0,1120.0,292225.0,1967.0,4010.65,Los_Angeles
25535,2.0,1.0,1316.0,27911.0,1911.0,425.97,Los_Angeles
25536,2.0,1.0,850.0,175333.0,1950.0,2205.89,Los_Angeles
25537,3.0,2.0,1080.0,144781.0,1957.0,2124.87,Los_Angeles
25538,3.0,2.0,1452.0,204400.0,1987.0,3464.24,Los_Angeles
25539,4.0,2.5,2533.0,304448.0,1983.0,3372.04,Ventura
25540,3.0,1.0,1180.0,183499.0,1954.0,2456.77,Los_Angeles
25541,4.0,4.0,3355.0,991453.0,1955.0,11348.02,Los_Angeles
25542,2.0,1.0,864.0,394000.0,1965.0,4210.12,Ventura
25543,4.0,2.0,1495.0,76239.0,1952.0,1230.88,Los_Angeles
25544,4.0,2.5,2473.0,394554.0,1992.0,4771.52,Orange
25545,2.0,1.0,1093.0,522000.0,1921.0,6248.41,Los_Angeles
25546,3.0,2.0,1812.0,375605.0,1957.0,4723.13,Los_Angeles
25547,3.0,1.0,1200.0,123000.0,1982.0,1535.98,Los_Angeles
25548,4.0,3.0,3946.0,730522.0,2006.0,8936.98,Los_Angeles
25549,4.0,2.0,2080.0,181597.0,1978.0,2188.06,Los_Angeles
25550,3.0,2.0,2030.0,970976.0,1929.0,10464.74,Orange
25551,2.0,1.0,864.0,275659.0,1950.0,3585.21,Los_Angeles
25552,3.0,2.5,2552.0,836132.0,1975.0,9049.46,Orange
25553,3.0,1.0,996.0,115738.0,1955.0,2142.45,Los_Angeles
25554,4.0,3.0,2859.0,811183.0,1991.0,9784.89,Los_Angeles
25556,1.0,1.0,820.0,255896.0,1927.0,3180.26,Los_Angeles
25557,3.0,2.5,2006.0,821000.0,1989.0,8326.66,Orange
25558,1.0,1.0,686.0,214093.0,1923.0,3063.75,Los_Angeles
25560,3.0,2.0,1134.0,57105.0,1984.0,871.0,Los_Angeles
25561,4.0,3.0,1883.0,665750.0,1973.0,7590.2,Orange
25562,2.0,1.0,1208.0,381923.0,1941.0,4688.93,Los_Angeles
25563,4.0,4.0,2725.0,684229.0,2003.0,9385.6,Los_Angeles
25564,3.0,3.0,1770.0,362004.0,1948.0,4242.54,Ventura
25565,4.0,2.0,1429.0,62497.0,1954.0,802.98,Los_Angeles
25566,3.0,2.0,1205.0,364081.0,1959.0,4578.78,Orange
25567,5.0,2.0,2581.0,74465.0,1964.0,854.08,Ventura
25568,4.0,2.0,1404.0,149390.0,1962.0,2247.79,Los_Angeles
25569,2.0,1.5,1270.0,342236.0,1972.0,4069.82,Orange
25570,4.0,3.0,2255.0,123376.0,1976.0,1676.97,Los_Angeles
25572,4.0,1.5,1314.0,40275.0,1958.0,788.14,Orange
25573,4.0,3.0,2085.0,684368.0,1959.0,7283.5,Ventura
25574,3.0,2.0,1242.0,254911.0,1962.0,2721.36,Ventura
25575,3.0,2.0,1351.0,453108.0,1959.0,4948.86,Los_Angeles
25576,2.0,1.0,848.0,345185.0,1923.0,4254.78,Los_Angeles
25577,4.0,2.0,1171.0,187551.0,1954.0,2496.68,Orange
25578,2.0,1.0,1265.0,554900.0,1948.0,6804.83,Los_Angeles
25579,4.0,3.0,2385.0,304558.0,1965.0,3544.72,Orange
25580,2.0,1.0,1008.0,435664.0,1922.0,5217.76,Los_Angeles
25581,4.0,3.5,4364.0,875357.0,1990.0,8876.72,Orange
25582,3.0,2.0,1571.0,67475.0,1952.0,869.02,Los_Angeles
25583,4.0,2.0,1479.0,65808.0,1959.0,1394.52,Los_Angeles
25584,5.0,4.0,3722.0,586828.0,1948.0,7075.28,Los_Angeles
25585,4.0,3.0,2357.0,498935.0,1959.0,5950.64,Orange
25586,3.0,2.0,1496.0,171482.0,1953.0,2437.94,Los_Angeles
25587,3.0,2.0,2423.0,1194949.0,1964.0,13348.78,Orange
25588,3.0,2.0,1694.0,253000.0,1989.0,3784.95,Los_Angeles
25589,4.0,3.0,2131.0,140472.0,1977.0,2294.49,Los_Angeles
25590,3.0,2.0,1369.0,323614.0,1931.0,4363.22,Los_Angeles
25591,3.0,2.0,1546.0,61664.0,1924.0,1028.61,Los_Angeles
25592,3.0,1.0,1413.0,393825.0,1931.0,4857.87,Los_Angeles
25593,4.0,3.0,2590.0,221029.0,1992.0,2770.76,Ventura
25594,4.0,3.0,2103.0,438138.0,1960.0,5417.1,Los_Angeles
25595,3.0,2.0,1560.0,451801.0,1955.0,5531.57,Los_Angeles
25596,4.0,3.0,2420.0,506000.0,2005.0,6626.55,Los_Angeles
25597,4.0,3.0,2192.0,331441.0,1969.0,4625.82,Los_Angeles
25598,3.0,3.0,2498.0,680739.0,1984.0,8499.51,Los_Angeles
25599,2.0,2.0,1319.0,74424.0,1950.0,1382.81,Los_Angeles
25600,4.0,2.0,1734.0,615624.0,1965.0,7521.32,Los_Angeles
25601,4.0,2.0,1242.0,398000.0,1954.0,5110.71,Los_Angeles
25602,4.0,3.0,3516.0,797888.0,1998.0,11396.57,Los_Angeles
25603,4.0,2.0,1589.0,136267.0,1995.0,3254.77,Los_Angeles
25604,3.0,1.0,1456.0,237693.0,1951.0,3091.06,Los_Angeles
25605,2.0,2.0,1116.0,221821.0,1976.0,2636.66,Orange
25606,5.0,4.0,3272.0,556400.0,1991.0,6381.08,Orange
25607,4.0,4.0,2863.0,828000.0,1994.0,8829.12,Orange
25608,2.0,2.0,2173.0,840720.0,1937.0,9245.52,Los_Angeles
25609,5.0,3.0,1676.0,429745.0,1949.0,5273.91,Los_Angeles
25610,3.0,1.0,984.0,1100000.0,1948.0,12304.14,Los_Angeles
25611,4.0,3.0,1935.0,316959.0,1977.0,3714.54,Ventura
25612,3.0,3.0,1522.0,365803.0,1986.0,5115.05,Los_Angeles
25613,3.0,2.0,1605.0,293620.0,1950.0,3752.19,Los_Angeles
25614,3.0,1.0,1021.0,448000.0,1944.0,5346.55,Los_Angeles
25615,3.0,1.0,1342.0,443006.0,1929.0,5279.59,Los_Angeles
25616,2.0,2.0,1350.0,337312.0,1977.0,3552.62,Orange
25617,3.0,1.0,1210.0,151903.0,1952.0,2093.67,Los_Angeles
25620,3.0,2.0,1305.0,600000.0,1988.0,7551.92,Los_Angeles
25621,4.0,2.0,1676.0,590253.0,1964.0,6294.1,Ventura
25622,5.0,4.5,3647.0,902338.0,1980.0,9501.94,Ventura
25624,2.0,1.0,1241.0,547795.0,1939.0,6515.3,Los_Angeles
25625,4.0,3.0,2826.0,248029.0,1977.0,2502.22,Orange
25626,4.0,2.0,2065.0,680000.0,1965.0,7189.12,Orange
25627,4.0,2.0,1329.0,224758.0,1985.0,2223.78,Orange
25628,4.0,2.0,1794.0,478507.0,1967.0,4958.54,Orange
25629,3.0,2.0,1246.0,609150.0,1937.0,6757.5,Los_Angeles
25630,2.0,2.0,1510.0,545303.0,1992.0,5536.8,Orange
25631,3.0,2.0,1070.0,281384.0,1956.0,3213.86,Ventura
25632,4.0,2.0,1475.0,357144.0,1955.0,4454.98,Los_Angeles
25633,3.0,2.0,1582.0,604974.0,1938.0,7310.75,Los_Angeles
25634,3.0,2.0,1494.0,225000.0,1991.0,3721.06,Los_Angeles
25636,3.0,3.0,1939.0,323031.0,1968.0,3861.53,Los_Angeles
25637,4.0,2.0,1496.0,61761.0,1954.0,1052.68,Los_Angeles
25638,4.0,3.0,2174.0,477999.0,1965.0,5904.29,Los_Angeles
25639,2.0,3.0,2028.0,742507.0,1977.0,8295.06,Ventura
25640,2.0,2.0,1090.0,422081.0,1985.0,4392.96,Orange
25641,4.0,1.0,1204.0,240200.0,1950.0,3063.57,Los_Angeles
25642,3.0,2.0,1258.0,392583.0,1956.0,4670.36,Orange
25643,2.0,1.0,1144.0,685000.0,1926.0,8163.15,Los_Angeles
25645,2.0,3.0,1638.0,820000.0,1960.0,10094.83,Los_Angeles
25646,3.0,2.0,1186.0,92679.0,1957.0,1879.62,Los_Angeles
25647,1.0,2.0,1244.0,166328.0,1967.0,2324.52,Orange
25648,3.0,1.0,1058.0,774187.0,1925.0,9339.25,Los_Angeles
25649,4.0,2.0,1823.0,873115.0,1947.0,10607.33,Los_Angeles
25650,4.0,3.0,2792.0,1114000.0,1962.0,12113.64,Orange
25651,4.0,2.0,2004.0,78184.0,1962.0,1128.96,Orange
25652,3.0,1.0,1133.0,289183.0,1950.0,3880.45,Los_Angeles
25653,3.0,3.0,2516.0,991005.0,1969.0,12215.82,Los_Angeles
25654,2.0,2.0,1169.0,426366.0,1984.0,5148.22,Orange
25655,3.0,3.0,1431.0,99985.0,1938.0,1269.12,Los_Angeles
25657,5.0,4.0,2755.0,884198.0,1959.0,10979.26,Los_Angeles
25658,4.0,3.0,1974.0,535000.0,1984.0,6588.22,Los_Angeles
25659,3.0,2.0,1213.0,188693.0,1959.0,2540.98,Los_Angeles
25660,4.0,2.5,3266.0,523099.0,1976.0,5336.5,Orange
25661,3.0,2.0,1157.0,296425.0,1959.0,4581.2,Los_Angeles
25662,4.0,3.0,1924.0,233069.0,1989.0,3890.42,Los_Angeles
25663,3.0,2.0,2149.0,290104.0,1979.0,3270.02,Orange
25664,2.0,1.0,936.0,33077.0,1924.0,464.38,Los_Angeles
25665,3.0,2.0,1535.0,230027.0,1942.0,3119.89,Los_Angeles
25666,2.0,2.0,1220.0,502234.0,1984.0,5534.7,Orange
25667,3.0,1.0,1248.0,333439.0,1948.0,4201.11,Los_Angeles
25668,4.0,3.0,2580.0,716111.0,1952.0,8764.29,Los_Angeles
25669,3.0,2.0,1211.0,201243.0,1953.0,2607.38,Los_Angeles
25670,3.0,2.0,1138.0,187254.0,1959.0,2327.8,Orange
25671,2.0,1.0,808.0,286796.0,1941.0,4147.88,Los_Angeles
25673,3.0,2.5,1446.0,538477.0,1986.0,7261.24,Orange
25674,6.0,3.0,2004.0,252060.0,1955.0,3210.87,Los_Angeles
25675,4.0,3.0,2609.0,201240.0,2006.0,3336.93,Los_Angeles
25676,3.0,2.0,1457.0,247260.0,1985.0,2899.58,Orange
25677,2.0,1.0,686.0,85817.0,1926.0,1164.17,Los_Angeles
25678,2.0,1.0,804.0,407808.0,1950.0,5066.31,Los_Angeles
25679,3.0,2.5,1341.0,244758.0,1979.0,3030.52,Orange
25680,6.0,3.0,3507.0,616142.0,1969.0,7764.48,Los_Angeles
25681,3.0,2.0,1143.0,54386.0,1978.0,841.03,Los_Angeles
25682,3.0,1.5,1094.0,63067.0,1966.0,686.96,Ventura
25684,4.0,4.0,3521.0,343757.0,1961.0,4158.47,Los_Angeles
25687,4.0,3.0,2260.0,609150.0,1991.0,7412.35,Los_Angeles
25688,3.0,2.0,1320.0,278047.0,1956.0,3581.04,Los_Angeles
25690,5.0,1.0,2826.0,59388.0,1911.0,979.36,Los_Angeles
25691,3.0,2.5,1729.0,479202.0,1992.0,4827.5,Orange
25692,2.0,1.0,1448.0,408498.0,1918.0,6468.4,Los_Angeles
25693,3.0,2.0,1153.0,196888.0,1985.0,2608.76,Ventura
25694,3.0,2.0,1672.0,418282.0,1948.0,5408.13,Los_Angeles
25695,5.0,3.0,2346.0,369781.0,1965.0,4289.5,Orange
25696,3.0,1.0,945.0,348172.0,1954.0,6439.22,Los_Angeles
25697,4.0,2.5,2080.0,653393.0,1964.0,7098.46,Orange
25698,3.0,2.0,1520.0,480118.0,1966.0,5977.8,Los_Angeles
25699,3.0,2.0,1360.0,446710.0,1954.0,5595.15,Los_Angeles
25700,4.0,3.0,2548.0,258183.0,1922.0,3245.61,Los_Angeles
25701,3.0,2.0,1072.0,494000.0,1955.0,5787.56,Orange
25702,3.0,3.0,1523.0,174000.0,1990.0,2948.46,Los_Angeles
25703,2.0,2.0,1438.0,963924.0,1941.0,11677.58,Los_Angeles
25704,4.0,2.0,2141.0,270916.0,1910.0,3413.3,Los_Angeles
25705,4.0,3.0,3253.0,729974.0,1990.0,7840.2,Ventura
25706,3.0,1.0,1139.0,87061.0,1952.0,1727.53,Los_Angeles
25708,3.0,2.0,1830.0,400345.0,1953.0,5149.39,Los_Angeles
25710,3.0,3.0,1622.0,211600.0,1989.0,3426.3,Los_Angeles
25711,3.0,2.5,1572.0,317019.0,1989.0,3966.36,Orange
25712,4.0,3.0,2300.0,121087.0,1968.0,1998.7,Ventura
25714,5.0,5.0,3339.0,585485.0,1940.0,7195.64,Los_Angeles
25715,3.0,2.5,1955.0,499925.0,1986.0,5940.28,Orange
25716,3.0,2.0,1151.0,349568.0,1952.0,4057.24,Orange
25717,4.0,3.5,3121.0,826596.0,2003.0,9140.3,Ventura
25718,2.0,2.0,2360.0,436122.0,1982.0,4485.62,Orange
25719,6.0,3.0,2275.0,369240.0,1998.0,4842.31,Los_Angeles
25720,3.0,2.0,1326.0,204494.0,1964.0,2385.26,Orange
25721,4.0,2.0,1784.0,188841.0,2009.0,4034.25,Los_Angeles
25723,3.0,2.0,2022.0,223122.0,1982.0,2756.96,Los_Angeles
25724,3.0,2.5,1824.0,545148.0,1987.0,7288.96,Orange
25725,3.0,2.0,1300.0,268568.0,1954.0,3268.16,Los_Angeles
25726,4.0,3.0,3107.0,798896.0,2008.0,8954.42,Orange
25728,4.0,2.0,1308.0,253171.0,1955.0,3046.02,Orange
25729,3.0,2.5,2069.0,589000.0,2001.0,6754.38,Ventura
25730,3.0,2.0,1444.0,465000.0,1955.0,5613.21,Los_Angeles
25731,3.0,2.0,1176.0,47581.0,1955.0,626.08,Los_Angeles
25732,3.0,2.0,1282.0,65280.0,1956.0,1005.36,Los_Angeles
25733,3.0,2.0,1235.0,337913.0,1926.0,4317.69,Los_Angeles
25734,3.0,2.0,1148.0,60503.0,1973.0,898.66,Orange
25735,2.0,1.0,855.0,430000.0,1948.0,5198.2,Los_Angeles
